username,user_id,name,location
rackeduprsims,27500274,RSims,huntsville 2:56
JustToReadTwee3,1188561739681619970,TeamReality,New York
GaurDaBihar,166722319,Igorete #Fibromialgia eta #EMSFC,"Euskal Herria, Bilbo"
loukesio,363414935,Loukαs Theodosiou,"Plön, Schleswig-Holstein"
hatunruna_,37369699,Alonso,"Lima, Perú"
nstalls011,1034171266981396482,nstalls01,
TeesValleyVoice,48089305,Tees Valley Voice 🇬🇧,"Thornaby, UK"
MastreRBT,967752402467205120,Roberto Mastre,
KingsGtt,297060302,KiNgS 🤴,"East, England"
redrowen123,1319357297483722754,redrowen,
Pulsa48,822544851468165122,Rico.. #SendTrumpToPrision,American Earth
TorsaG,23634797,Torsa Ghosal,Calcutta | California
MattAlbanese13,1346085724202950659,Matt Albanese,
napoleon_says_,1334067968624504832,napoleon says,"Cleveland, OH"
LizzyBi57048873,1374081666336002048,LizzyBizzy,Where I live is where it is.
elpoliticonews,88537980,El Político,"Washington, DC"
ArnoldInOshawa,1005047712,𝕋𝕙𝕖 𝔾𝕠𝕧𝕖𝕣𝕟𝕒𝕥𝕠𝕣,Ritson Road and Beyond
Rh2Act,1247182730024058881,RH2ACT,
StPaulJournal,292537625,St. Paul Journal,"St. Paul, Alberta"
shxms____,1196027378746703872,darmanin hate account,
sundreroundup,274669759,Sundre Round Up,"Sundre, Alberta"
RV_Publishing,205335540,RockyViewPublishing,"Airdrie, Alberta"
gazettedotcom,14370739,The Gazette,"Cedar Rapids, Iowa"
angelica_frey,1273624950398689280,Angelica Frey,angelicafrey2 at gmail 
sea_twin,1009648858341625856,SeaTwin,United States
TyrellRCampbell,1346529408165806081,Tyrell Richard-Campbell ❄ | flop era, In My Feelings
AirdrieToday,694966098597277696,Airdrie Today,"Airdrie, Alberta"
NewsBop,452044562,NewsBop!,London
Carinajae2,1336762854318477318,Cari - Diplomatischer Corps Kölschland,
TeesValleyVoice,48089305,Tees Valley Voice 🇬🇧,"Thornaby, UK"
SamuelBride,1005520680593608704,"Samuel Bride, MD","New York, NY"
wafflesOmega,1270512743477653504,Omega,between tatsumaki's thighs
ChaniAtreides80,1085146271449518080,Chani,"Lombardy, Italy"
begonieve,1354692599655911428,Cassagne de Begoniève,
JelliDonut,51879541,Still wearing a mask,The edge of reason
RDVS1VNZLA,458150803,RDVSVZLA,
WonderinWhatDFW,1305611326174236673,"DFW Autobots, Lets Roll","DFW, Texas"
lucma66,766462243,Luciano Martini,Schio - Italy
vmrguezm,3154396125,Víctor M. Rguez. Me,
_GinaSavage,1370766117694808074,Gina Savage,
idafrog1,1191776026700832768,Idafrog,
SMC_CommAffairs,1064994630616281094,SMCo Office of Community Affairs,"Redwood City, CA"
NaomiAndreaJ,1355844594,Meling 🇹🇹,Land of Oil and Music 
Jantje12124,887049036175478784,Té,"Overijssel, Nederland"
AKNewsNow,57443437,Alaska's News Source,"Anchorage, Alaska"
kristinemattis,1102257311731585024,`,"here, begrudgingly"
seetheworldmove,1041010279092572161,J. Roman,
crime_fix,1381476250124963840,TrueCrimeNewsFix,
PrettyGurlDaye,321403850,Regina George,♥♡philly♡♥
mary_anne_white,1206571058930864139,mary anne white,"Holland, MI"
tallnthatsall,174734386,Krystal Astrid,"Arizona, USA"
Colin37251688,1159166080352493569,Colin fryett,
clark_kaya,1274958652336599040,Kaya Clark,
WillRod555222,800850135739551744,Will Rodgers,
Oscar3rd,289379205,MS,London
gunnerallgood,1345870286965628935,Gunner Allgood,
micheal_SLC,970871038069284864,Ben Simmons is just a tall Rondo,Reading Baki
peterjukes,45715838,Peter Jukes,London
Interlime,1356767036211228672,Interlime,ACT
RamonBelloRome1,1426325825712967680,Ramon Bello Romero,
756Elizabeth,1444705386364379138,Elizabeth 756,
khavizz2,1219739866017255426,22ka🚩,Belory hills
ArkJenB,3895088712,♉️ Jenna,
KimmiiLou89,3167064137,Kimmii,"South Wales, UK"
Hibzster,1031872699151212544,🍁,Earth
COVIDAnimalBot,1304858547201736712,UnQuarentinedAnimalBot,Earth
katalcenter,4876601765,"Katal Center for Equity, Health, & Justice",Connecticut & New York
Leylinity,1293159481497522177,Leyli,Unknown
investmentvc,11613772,Thorsten Augurzky - Vertrieb Consulting,"Hamburgo, Alemania"
AllenPepe,718620252993499136,Douglas Pepe,"Ames, IA"
hasse2188,2903672357,HASSE SVENNINGSSON,
jimmyhat9,2852201928,jimmy hat,
alvarezperea,2641161,Dr. Alberto Alvarez-Perea,"Cañaílla en Madrid, España"
breezyskells,151617360,alan skelly,
lyryanreynolds,1084238684466171906,Ryan Reynolds Fan😍,
rwe123,82413735,Twiiitter is a Sewer,
truthisunbiased,1129033268949671937,ObjectivelySubjective,
bakumshakum,47244603,(((bakumshakum))),"Bay Area, CA.  USA"
DaveHin55518309,1356606192584392706,Davy,Ireland
IMcultura,763466162793484288,Montevideo Cultura,"Montevideo, Uruguay"
ccokermn,182362719,Michael Coker,"South Carolina, USA"
bakeface_,1275655716343296000,☾◦ ⁘ ⁛ ⁖ ⋆,her/she/kisses
CheltGaz7104,1320397735623872512,Cheltenham Gooner,"Cheltenham, England"
PolarniLiska,266193591,Lucie Tomanová,Czech Republic
betkazpohadky,1041914104951304192,Beata🧣,"Prague, Czech Republic"
ThoughtsCanada,994648939067465728,🇨🇦🇺🇸 ThoughtsCanada 🇺🇸🇨🇦,"Okanagan Valley, BC, CAN"
ayokasystems,164416840,Ayoka Systems,"Arlington, TX"
realwearywillie,1348025787006541824,Emmett Kelly,"Washington, DC"
apichachc,199844939,Apicha Community Health Center,"New York, NY"
News4u65023581,1419265510529671171,News4u,
watersoss,903204944,larry,
jcerdalimon,49716745,Johnson Cerda,Washington DC
spiritodelbosco,6012422,Spirito del bosco 💫,🇮🇹🇸🇪
unlimited_viral,1272413148042141697,Unlimited Viral News,United States
YourHoodLawyer,48993979,Shirley Jenkins,
Kyle__Cyt0t0xiN,703574611330338820,( ͡⚆ ͜ʖ ͡⚆),"Arizona, USA"
ustbd,68608689,Bruno Duarte,Portugal
KECEBEAU,2825995956,Caroline,
PratimaMahajan,738979454,Pratima Mahajan,
karlouna,1377741144596041729,Arada Élodie,
MandaBandaa,2422381321,Manda 🕯,ATL
BiaRMesquita,2469781496,Beatriz Ramos,
Avalon777A,1365569375068164097,Avalon777Alex,
Bragalucho1,1289411571949731840,Bragalucho,
miracleguppy,3730426754,Tall Miracle,"Boise, ID USA"
Mal_Licious,1440083421271711746,Mal,TN/NJ
lukattu,989036043570765824,🌱 HealthyLiquid 🌱,
xFL181960,478481598,bilblebons,
fredwibblington,1321858537962807296,Dr fred the vaccine shedder,"Catterick Garrison, England"
left_going,1074495347479592961,Going Left,"Alberta, Canada"
maitvfiji,1008835429720715264,Mai TV Fiji,Fiji
IvanVelozCabral,2469558745,Ivan Veloz Cabral,Santo Domingo.
Mobocop360,1281630072689045509,Mobocop,
FakeForests,1190527329023381504,Fake Plastic Forests,
angry_mema,4603206381,Angry Mema,
ITAIPUE,87973250,ITAIPUE,Puebla
LaFaimDuMonde,765874276947853313,La Faim Du Monde,
Cardano_Bulls,2315184767,plsend.eth,
StollRosalie,1295082161201131521,Rosalie Stoll,"Collingwood, Ontario"
1prettygee_,1452010830267101186,1prettygee,Philly
AmnestySecurity,35886993,Hilary Homes AI Can,Ottawa Canada
curlyjones1988,89132115,Chris Jones,Holywell
charlieR0ME0,1332451595468951552,Charlie Romeo,
feedpushr,971401388860243970,Feedpushr feeds.,"Tours, Francia"
reeb3704,1428354460409942016,Reeb3704,Indiana
GlassBeadPlayer,1377672552,David Jerome Putnams (They/Them),Zurich
Artfreak6969,1348830024317726722,Malachi Carroll,"Buffalo, NY"
jjohnson_abc,21700945,J J,
psykotikx,412985183,Simon Galipeau,"Montréal-Nord, Montréal"
mleblond1,802968996337319937,Marc LeBlond,
PositiveRadio,26855173,HealthyLife.Net,"Los Angeles, CA"
michell31649531,1430578566014521345,michelle,
Gurdur,125928028,Tim Skellett,"Solingen, Germany"
pwsimerimiaw,68256895,Buddug~TEST;TRACK;TRACE~3'5%~fblc~ ⚫🕷,
EricKan36912235,1276366065929351173,Ekster,
1shtbrotherhood,3976700894,Tmac,Where it always rains
MrsOrwell0625,1161674152983613440,MrsGeorgeOrwell0625,Earth
gwadzilla,260951450,Joel Gwadz,"Washington, DC"
youlooklovely,41170000,Richard B.,
Stephan08157878,1417206334374752260,Stephanie Provencher,
JeanneBartram,555337622,Jasmine the European Cat,“European Union 🇪🇺”.
virgini94530988,1296464490884747264,virginia cummings engelkamp,
Avalon777A,1365569375068164097,Avalon777Alex,
obiwanseb,2653893006,Desperate Houseman 💉💉,Courbevoie / Cracovie
NewsRead10,1410554808923164675,News Read,
conpaolo19,727281054994825216,L'Entusiasmo,"Avola, Siracusa, Torino"
dave_gilsenan,241591126,David Gilsenan,"Dublin City, Ireland"
NashvillePatch,761305111989776384,Nashville Patch,"Nashville, TN"
Elias11083103,1216859226234130432,me,"Buenos Aires, Argentina"
nyarasyan,1597100335,にゃら📚️,千葉 君津市
subzerotrades,1267851498014281728,Sub-Zero_Dipzz,
mylesgrote,1415429917228113921,Myles Grote,"Indianapolis, IN"
soinner_g,1456952963277148164,olhafse,daqui
NewsRead10,1410554808923164675,News Read,
Kelly4Law,582154486,Damian Kelly ⚖️,"Leeds, London via Belfast"
Behanleanne,1539999632,leanne behan,"Nueva York, USA"
fntsyangel,222685161,ashlee,she/they 
HiguchiDaniel,1067833525825609728,Lucas Daniel Higuchi,
BobMoobs,1460643298285129729,Bob Moobs,
FadeAsp,936396986617647105,Pessemistic Lakers Fan ➐,بيت أمك
Joe86938115,1417679466315272197,Joe,
ludioon,726845316306198529,valerian,Lyon
ColoredSpaces,2894232721,JasonTheWorldisYours,"Las Vegas, NV"
mizah_40,1096804319259774976,mizah 4.0,Turquía
LakersNoAr,4865334539,Lakers No Ar (12-11),
ShortGidiPikin,904409285148516352,KVNG,"Lagos, Nigeria"
bullshitmanbaz,23225504,Bazza,"Manchester, England"
BlackboardLover,1293626744474411008,@teacheranddancer,
AbbathPhd,545559319,"Dr Fake Ⓐbbath, PhD🤘🏻🎧",minneapolis
Styo28183449,1241745163959009283,Styo Speedman,Gone fishing 
Evansjp0077,922889549042372609,Evans🇬🇧🇨🇦,
Posicho,2894304536,Posicho,
talentedfergal,19965274,FergalEFC,Wirral
ZanyGirl3,1361080024946913281,ZanyGirl,
WeAreTheMSM,1421464640920424450,Freedom Media,Global
YaoQuasi99,739885212914614274,YaoQuasi9,
Fabiocarton,1358010158,Fabio Caricaturista,"Guadalajara, Jalisco "
Codogo_,1393571256528744450,Codogo,
Lucky188,93815299,JR 🏳️‍🌈,Gia
tova190796,204736955,cat007,
YRajbaad,1342486873982296065,Yusuf Rajbaad,United States
Louisvillalobos,116519524,Luis Antonio,"Atlanta, GA"
greenpassnews,1443221217561939974,Green Pass News,
PoppaBearLove,3099726090,PoppaBearLove,
HROccidente,821741259589111808,"Hospital Regional de Occidente, Quetzaltenango","0 calle 36-40 zona 8, Quetgo."
mommy794,82922716,TheSher17🙏🏼🇺🇸,TEXAS
harvestnz,361545654,Harvest New Zealand,New Zealand
Cornishgirl9,1307772519345205255,Cornishgirl🇬🇧,"Falmouth, England"
NewsRead10,1410554808923164675,News Read,
katieputty,22558136,Katie,St. Louis
XenoCloid,1293912995941113861,XenoCloid,The queen’s country
TwitchBunny,28136873,Twitchers the Bunny,"Canton, MI, USA"
LaCnews24,2382275202,LaC News 24,Calabria
AngelMckitty,1450215992353828865,Angel McKitty,
finder_pat,992785416100212737,Pat Finder,
GavertC,4666162615,Gavert.ust 🎨🌖,"Indiana, USA"
Xelactually__,1356657985171431424,Xela ⚠️,
PurplePeign,1436139415697510404,Brandon Peign,"Farmington Hills, MI"
CNBC,20402945,CNBC,"Englewood Cliffs, NJ"
ARA_media,195775323,ARA Mèdia,Catalunya
SimsunL,1412460018306330628,Simsun Levinson,
domainrecap,938629455446200325,Domain Recap,
MarlyssaPav,1096238048,MarlyssaPav,Nine-Oh-Two-Seven-Two
darrensackey,1861486080,Pikachu,
AM980News,24057048,980 CFPL London News,"London, Ontario"
FirstThings,13957592,Marsha,USA
njoyflyfishing,3219670842,Nathan Joyner,"Los Angeles, CA"
RengoKylo,1376394743555457026,Kylo Rengo,
pal_patches,1324725235308851201,Dawna Davenport,
Barbes_NL,4695399187,🐱Barbes🦊 📵,"Amsterdam, The Netherlands"
Sam_R_Kist,751841674435887104,Sam 🏴,Northern Appalachia
Fireprincecoco,1406097776287662080,Cora,Anywhere but here
lindsay_pila,883878050211000320,Lindsay Pila,Suiza
MikeJGayda,145046790,Mike Gayda,CT
_StalkWalker,777856209290399744,🕉️♉,
Marx_Bros_Thing,453383414,AZ is Sick of Sinema,
StewartTVNews,717466226453118976,Charles Stewart,"Los Angeles, CA"
AntisanaNews,1310652421983608834,Antisana Media Online,
P_Ratchford,1695642805,Paul Ratchford,"Vancouver, British Columbia"
MadnessOfKings,1347185279740866562,MadnessOfKings,Somewhere Mad / 2021
PlusTLT,888073495393038336,PlusTLT,Bolivia
Lina_Loop,33092531,LA FINGITRIZ🦄✈️🦅💛,🗽✈️🗺
guadeloupela1e,3008454587,Guadeloupe la 1ère,Guadeloupe
Sofia9528,1537209486,Soofia,
peruenlanoticia,2348878033,Noticias Perú 🇵🇪,Perú
JackDoe12155693,1431654416843689987,John Doe,Antártida
MightyCatAstro,1313558735084761090,Mighty Cat,
Johnban97600686,1353160308324499456,John Banks,
UniversidadPe,2617443576,Sócrates,Perú
Cer11Lori,1203391403780452352,SAVE AMERICA VOTE #RED,
Kociancy,1419374154378326026,Nancy Kocian,
NotASheep99,1405493704123719681,NotASheep,
totogobo,1352639469493563394,pain.,
tino_toon,589205315,fizz,
BHheadlines,1370269173436317697,BH HEADLINES©,
JerZFyreFighter,322302221,🌊⚓️🍷Debra 🍷⚓️🌊,Southern New Jersey
AzaronOff,1427402065509330945,Azaron,
mtille,26333227,TILLE Micaël / Tиллэ микаейл,Cottens
figure_molle,1414808322860109825,Figure molle,
_I_Am_Canadian,1269150615298543616,I Am Canadian 🇨🇦 🇺🇸,Canada 🇨🇦
ljubxvna,938104473884471296,val (electro medium),in my messed world 
chorrin,162284601,Heli Levet Cabañas,
jennylmackinnon,158690792,J MacMuffin,"Outer East, Victoria"
KClarke95,963643100,~ Get Vaccinated! ~,
moniquecalello,2867997550,Monique Calello,"Virginia, USA"
edward42414374,1285483830900666368,edward,
JJfreeradical,1053223849,Funkin' Lesson,
CHEXNewswatch,133008561,CHEX News on Global Peterborough,"Peterborough, Ontario, Canada"
JakellaVolume2,1449483376302383116,JakellaVol2, Kwanzaa Avenue 
generosomarcelo,152484640,Portal do Generoso,Manaus-Am
rezahardy,296380414,🎄🎅𝕂𝕚𝕡𝕡𝕖𝕣𝕖𝕝𝕝𝕚🎅🎄,United Kingdom
dkhan,25096363,Daniel Khan,Linz / Austria
mark_renko,1405332532544131073,Mark Renko ©,"Saint Charles, MO"
lukegoddard85,2719634338,Luke Goddard,"Enfield, London"
BlasusNPTCGroup,978624029736226816,Blasus Restaurant,"NPTCGroup of colleges, Neath Campus, Dwr-y-Felin Road, Neath, SA10 7RF"
coopscynon15,252830109,DYLAN COOPER,Cardiff (ish) South Wales Uk
brahimAYRANCI2,1419956436034011164,İbrahim AYRANCI,
Right4Liberty,1192819732111446016,Randy,West Coast Sewer
nicola_zanotto,1561561322,Nicola 'Bustìne' Zanotto,Verona
ojeffro,1359945738625536000,uɴoJęffrö會,
Iesbianslur,1144502165370630145,pfizerna pfairy,
kamilamagame,1439919173589774340,Kamilamagame,
mommy794,82922716,TheSher17🙏🏼🇺🇸,TEXAS
JustStevie66,1272501466037661696,JustStevie66,Eacape Illinois
Kunstloch1,1033092733643182080,Kunstloch,"Lake District, England "
NellekeBakker,61416128,Nelleke,de Bilt
vieuxhipster,25740319,Jonnyuntel,Canada
HammJorg,1238935389626343424,J.Hamm,Germany
ethrls,2859538167,pau 🌻,
netdawg,72930435,Bob in SoCal,SoCal by way of CLE
dawnk777,20462982,Dawn Klein🌊 🌊,Wisconsin
bigru33,72630148,ruben telfort,
TimaraWiley,815093739559546880,Tim-Air-Uh. 🤪,Somewhere in Missouri
ReddOnSalmon,2804449280,Redd on Salmon Street,"831 SE Salmon Street, Portland, Oregon 97214"
anguillaman2,18850438,anguillaman2,
Destutt1,1456222673491611652,Destutt,
PaulMGillard,71810956,Paul Gillard,Devon
MartaRazborsek,1139811404,Marta Razborsek,
BiryaniMafiaDB,1353348709262585856,Dennis Bergkamp🇮🇳,"Islington, London"
GuerrillasGhost,1424796576283770884,SmarterThanYou,
AreYouF96352424,1315481863650074630,Are You For Real,
Rabid_Pogoista,925444717294141440,Rabid Pogoista,"Utah, USA"
Burr4958273,1369046538287218692,Burr,United Kingdom
NoSpellCheck,1219017142655279104,Jr Johnson,United States
elzamariana,261385220,Elza Mendonça 💉🇧🇷,Olinda 
FreireRivero,1388257046227783681,Orlando Freire Rivero,
figueraedgar,76653842,Edgar Figuera,UNEARTE-Puerto La Cruz
franklinuboh,2870647169,Franklin uboh,"Lagos, Nigeria"
PrivateTrueMan,1443272349546123272,PrivateNewMan,
persianprince07,352945927,Educated Legs,"Phoenix, AZ"
eric_macivor,2159306429,Eric MacIvor,"Nova Scotia, Canada "
FadeAsp,936396986617647105,Pessemistic Lakers Fan ➐,بيت أمك
karlouna,1377741144596041729,Arada Élodie,
InstantNewsPk,707316591453724673,instant.com.pk,Pakistán
rezonella,284524428,rezoşka sherevova,laleli-dünya arasi bir yer
Zietlow9,508307291,JZ09,
SeizeAnes,1324042683057405953,Seize ânes,"Lille, France"
Ds0589,243409060,Dan Sohler,"Voorhees, NJ"
AndreiRinea,20759477,Andrei Rînea,Bucharest
ragnarkahn,1243136770163773440,Ragnarkahn,
CuriosoEditor,2894760021,Curioso.News,Global
CapitalEdgeNY,357671429,Capital EdgeNY/CT,"NYC area, USA"
leelee775911,3040506247,Beatrix Kiddo,
DJJakeJ,73904441,Jake Jacobsen,"Connecticut, USA"
EthanBond006,1322243666677764096,"Ethan Bond, Esq.",NY
jmdmns,532649969,Jmdmns,"Florida, USA"
DarChaney,1370033763078582274,Darren Chaney,Ireland
RdeTemas,1324948721528954883,RDE Temas Actualidad,
StatisticsBC,1440482023693381634,StatisticsBC,British Columbia
ddionisio,16685948,Diana Dionisio,
Nandriner,1241008185953173505,Nandriner,la Valette malte /ou/ Bordeaux
ecridom,393490330,dbg,
chivas4life_,1448398956719915008,pollito 🍗🇲🇽,
DWestvirginia,1408874586624643073,DR Westvirginia,
STARGATEZ,43998710,Fabian Starr 😎,"New York, USA"
ZeeRoosta,43522099,The Rooster,
CalHN,58127838,😷WEAR A MASK,
adjmacro,4167478707,AJ,"Dallas, TX"
CreativeVerveM,220627281,Nakia (Tammy) Anderson,USA
daniandreadlc,340383156,DaniAndrea,"Concepción, Chile"
fuzzyfot,39011204,.\lfred Timblechester,
AmayYole,1427333929653186560,Yole amay,
IAMWRITE,24827393,J M Jones 🇨🇦,Canada
Avalon777A,1365569375068164097,Avalon777Alex,
mafnieto,745708150020579328,Miguel Ángel Fraile,
alexespind,172559532,Alexandra #BuildBackBetter,USA
investcsss,1131795687471951872,CS 🇮🇳🇺🇸, 🌏World🌎
KnotSavant,1157724751802052615,Fact Rat,
elpoliticonews,88537980,El Político,"Washington, DC"
anastralioti,1437176197151182854,ana carolina,"Jaraguá del Sur, Brasil"
cynthia93829530,1402264003599114243,cynthia,
