username,user_id,name,location
patriotsnews247,816447559283654656,Justin Ramos,United States
GaryVinegar,908062703968817155,Gary Vinegar 🇦🇲,The Wild West of Wales.
MaxStirnerIT,1403716536993517573,Max Stirner,Italia
viewsbymarus,464056909,marus 📸,"North Carolina, USA"
RN_1776,1406390206782181379,❤️Conservative🤍 RN 💙 1776,Rent Free 😘
Ds0589,243409060,Dan Sohler,"Voorhees, NJ"
el1digital,117184380,El1 Digital,Buenos Aires/Argentina
beingagrandma,807508417,Love Being A Grandma 🇺🇸,
HUHS_District,282161993,Hartford Union High,"Hartford, WI"
adilahkhz,449439091,farihin,
knitterwitt,99749164,sue golding,UK
LoftusSteve,299071371,BritCard,
FacePlantt44,1418896937437253640,Faceplant,
Keepusfree3,1410960243555770371,Keepusfree3,Southeast US
carmenvanetti1,447170173,Carmen Vanetti,
Roberts56Gavin,2756521585,Gavin Roberts,Third Planet from the Sun
CryptoTimeTrav2,1369060977237401604,Crypto Time Traveler,5D wormhole
AngelSalvador_Z,1550983969,Ángel Salvador Zambrano 🇪🇨,Ecuador
SillasS07815930,1464835815989727236,Manuel Sillas,
msanchezMIA,347995343,Melissa Sanchez,"Chicago, IL"
FouldsIain,918134191119794176,Iain G. Foulds,
daviddunn177,929350720888999937,Evan,"New York, NY"
simmons1_a,1397826773639966722,JellyLady,
EricMoore1980,997643736,EricMoore,"Lawrence, KS"
metalpancho,72638105,Pancho,"Viña del Mar, Chile"
UNV_ROWCA,930767437909327872,UNV W&C Africa 😷,
AJPicenteJr,836641291802914820,Anthony J. Picente Jr.,"Utica, NY"
Krzyszt04339183,1455828765846691845,Krzysztof,
LalehAmeri,73925475,Laleh,France
Jstnorv10,149534625,Justin Norvell,Estados Unidos
YourJesusGPS,19984088,Fred Apelquist,"Oak Hill, VA"
1TrumpFan8,1181290088816209920,#1 Trump Fan,"Nevada, USA"
MerlinsMa,4045612343,Carole Sawers💙,"Cheshire, England"
boomlibertynewz,1424010954350727172,BoomLibertyNewz 🌏 (Arrest All Covid Tyrants!),
Canoe,6038642,Canoe,Canada
GurunPasir19,1324269782024089600,Gurun Pasir,
thorlaser,15222686,THOR Photomedicine,London UK
RevanTheCommie,3350235195,Destiny's #1 Fan,New England 
MattCalcara,843189226988539904,Matt Calcara NOT AN ELECTION OFFICIAL,"Olathe, KS"
Boger99163157,1081265452133900295,Boger,"Breslau, Polonia"
mardiabonita,1429616258065092611,mardiabonita@gmail.com,
missy1111114,1427366299085131795,🦕🌱Laurel🇺🇲 ♀️✝️💚💜🦖🐕🚀🌕🐵🎄⚕️,
Lucy_Conway36,838934670687469569,Lucy Conway,
everyxxwhere,1386028650982748162,vitto+beå+niall🎄 !HBW¡ #10yearsof5sos,"home (n.) niall and beå
#NH3; track 1 min 1:32

                infinity
          one direction 
 2:59 ━━━━━❍━── 4:09
         ↻     ⊲  Ⅱ  ⊳     ↺"
iamcreamth,428454035,"Creamth, the doodoo boy",peepeepoopoo
MarjanFockedey,2342181992,Marjan Fockedey,
OmnipotentMeesh,167577647,△⃒⃘ eggnog stan acct. 🍁☕️🍂,wegmans.
MarcoPo07428470,1338505716525568003,Marco Polo,
campbell_pta,1038122153928019968,Campbell Elementary PTA,"Arlington, VA"
IlliniDave34,348139145,Dave Boduch,St. Louis
MattyBWba96,1268813275019567104,Matty Bennett,"West Midlands, Dudley"
MaxNordau,608827037,Max,Between two rivers
macruadhi,9489332,Cybertooth,Northeast Tennessee
sixdouuu,1466064210585174018,SiXdouuu,
bonobobananas,819283977114648576,Bonobo 💙,
2dedostesta2,1360564874628186112,COVID-19 FACT CHECK,Portugal 🇵🇹🇪🇺
bbfusquinhaII,1330254518571905029,bb fusquinha,
SturinoAngelo,753700731824246784,angelo sturino,Harwood Heights. Il
ScuseWot,1351480134658875393,ScuseMeWot,
milimcalgary,337315740,Michael Lim,
Elainevs14,2573251728,Elaine Vicente,
Richardkimble45,1054765588852170752,Richard Kimble 45,
luciaguimaraes,17013378,Lúcia Guimarães (Justiça para genocidas),"New York, USA"
peterfraserbris,577981763,Peter Fraser,Brisbane
TalbotCox,204707730,Talbot Cox,"Boulder, CO"
ArkBlueCross,600390832,Arkansas Blue Cross and Blue Shield,Arkansas
K_JBravo,3404214251,K_JBravo,
Eggaboo,805232373247971329,Gregorio Stevens,
mtnrunfx,428338828,DoneWithGreys,
ukfathers,1331464566,David Mortimer,Milton Keynes
Makazarx,2917549487,FourFingersMoreBingers,Worlds Edge
soldat74510830,1396913145042636801,soldat,
bestlotionsdeal,1220813971,American Supporter,"Chicago, IL"
arches_cn,403343655,ARCHES China,Global
BBQCLUB81,950396424,john cooper,swansea uk
Candice60896290,1020371720212025344,🌸Candice Wilson 🌸,
CiscolaZag,793799341748215808,Cisco,
randallretail,50009801,_,
arizman2,25379461,SHADOW BANNED & deboosted,VARIOUS
CaledonNews,125701433,CaledonEnterprise,"Caledon, Ontario"
MimosaF4,1154887609166024710,Mimosa F,
EeeVee22,1452039588319531012,Elizabeth A Link,United States
sussexnj,41618439,County of Sussex,"Sussex County, NJ, USA"
LaClaveNoticias,1416889323224539138,La Clave,
GreysonMort,1413251529100857346,Mort Greyson,
taylorwilliam95,1128671356655144960,Taylor Robison,
CameronF2018,1060360467519078403,Cameron Franklin,"Charlotte, NC"
Jdmac81920419,1259391334366019585,John Machamer,"Los Angeles, CA"
gomazacarias1,1465630284200779777,Zacarias Goma,
Yield_Fanatic,1259416931519598594,YieldFanatic,London
quintic,20126590,Nick Hobson,UK
makeupmagikk,315918258,Tink, N.J ✈️.... Greensboro 📍
DHatzoudis,2181128161,Δημήτρης Χατζούδης,
Billy_Boola,782398801084420096,Billy of the Sea,Aotearoa New Zealand
TheSpaceGal,40221971,Emily Calandrelli,
njoyflyfishing,3219670842,Nathan Joyner,"Los Angeles, CA"
Random_Mike2015,289055388,Michael F.,"Arizona, USA"
TonyCol42028424,1411300590802644995,Tony Collins,
univisionNY,56737658,Univision Nueva York,New York
SRB727,838432679884283905,"🇺🇸I’ll Keep My Guns, Thank You🇺🇸","Oregon, USA"
EbolaPeronista,1249531655691194373,Mariano,
SandrahFraderah,4123202800,Sandra Fradera #VOX,España
HakeemBetta,1349496577832833024,Zay (11-11) (8-4),🇺🇸🇪🇹
DarwynFry,87989326,Fox - Thought Crime Specialist.,Iowa - Midwest United States
Cesar_Mancinas_,1346051960,Cesar_369,
southernkulak,1427743045160685574,SouthernKulak,
Eddie__Lebec,1361060425173975044,Eddie_LeBec,"Deals Gap, AL"
ZacharyAMueller,1009592428117086208,Zachary.A.Mueller,
65Saw,349688424,saw 65,
mmariavaldelvi1,1234510062334435328,lamery 🌯,
JuhmaiLBakPax,2907443186,Ximdemic,"Krashville, TN"
JoePantorno,109866585,Joe Pantorno,"North Massapequa, NY"
livewithmecfs,2412717180,Suzan Jackson,Delaware
DIFGobPue,1156742667944042496,Sistema Estatal DIF,
GmjsPic,1002365650856075264,GMJSPic,
meteocambodge,932452430926643201,Météo-Covid-19 Influence du temps sur coronavirus,"Asie du sud-est, Cambodge"
jvliuscaesar,63757902,Julio Cesar 🇵🇱🇧🇷,"Rio de Janeiro, Brazil"
caitoz,19899980,Caitlin Johnstone ⏳,Australia
alo_uberlandia,969338220419977218,Alô Uberlândia,"Uberlândia, Brasil"
mrJeffHowell,21513628,Jeff. TEAM AOTEAROA 💉💉,Aotearoa NZ
RASMccroskey,1443742485356896258,Robbie,"Misuri, USA"
morrisd3_dm,252927646,Morabeets,SFFS
SPORTVMX,1163250048811110400,SPORTV MX,"Guadalajara, Jalisco"
Moneyman4lyfe_,988687183,Shane McWilliams,If You like Rui dont follow me
HilldaleLions,902714436032487424,Hilldale,"New York, NY"
TTonyhenderson,4709569894,TONY,
LCI,26110930,LCI,
pierre_parent02,635337001,Pierre Parent,"Monthiers, France"
SmallAxe2016,4757535874,RealTalK,"Maryland, USA"
xxcristian49,765063456,cristian retamales,
fadyhocheimy,28327612,🅵🅷,Gambia
TheAtlasSociety,222186782,The Atlas Society,United States
Alea83Gh,623847935,Getu,jerusalem
MattBawden1,1351613551903973378,Matt Bawden❤,Dark Side of the Moon
Roblloyd71,805453260102467584,Rob Lloyd,"Manchester, UK"
EvryEyeWillCHim,1280122655211839493,Jennifer,"Alberta, Canada"
Mad_F,163544114,Nick Rogers,
ponntus2,1336647096435347456,ponntus,
AndrewG77952493,1347256913306771457,AndrewGrant,"South West, England"
dr_yuruyenuyku,923018552,Acileus,"Ankara, Türkiye"
UlopezRosa,1151280621974482944,DIna,"Sonora, México"
ReubenR80027912,1093221897125482497,Reuben Rodriguez,
whyamidoingtwtr,417584773,Bret,"Bay Area, CA"
InformaPortal,1020730112063549446,Portal Informa Paraíba,Brasil
arizman2,25379461,SHADOW BANNED & deboosted,VARIOUS
MiiihBrown,1411881502430961665,Miih✨ (eqp sed),"Hawkins, Indiana "
biggusdickusa1,1456966849233567746,John John,
boretrol,576686458,Robert Olney,
berniequinn,19429554,Yes it is Me,Wherever 
Vixwantsbetter,1346920690868318209,Vicky Johns 💙 🇪🇺💜,
cielozier,1284256277959454720,Sama,
kaymarfar,345749940,#saytheirnames,USA
owhy3,2269557301,owhy3, France 29y  -US 21y-  JPN 27y
colinne31418241,1241637847896952835,colin nelson,
gatobrit,26159564,john birkhead,Southern California
Jessssicaant,1440248137235394569,Jess ⭕,Rand McNally
scrumpyh3,1433677447,HelenB,"London, UK"
Ryzan55,1242909464803577856,Mojo Ryzan 55,
ericcovino,142410190,Eric Covino 🌖,New England
Stirlingyoung,1296983101,Yrag,"Ballymena, Northern Ireland"
JoMomma38932552,1349864142186950656,Jo,
CC43326244,1464655578643447812,CC,
TonyBartley968,133020587,Shapeshifter,Leyland Lancashire UK
catheriins,727622317816332290,catherine de' medici,
DrKarenMoore1,1410177109578944516,COVIDZeroPointZero Canada 🇨🇦,Canadá
Drsguarico1,1402054749625651202,Drsguarico,Venezuela
Swhit310,902846260692082688,**IDGAF about your vax status**,"South Carolina, USA"
furiousniall,54853859,niall harden,Tasmania 
Clausoto__,877574051253805056,Claugrinch,
slmalamud,2151865152,Sheryl Lomas-Malamud,
CRDCNYC,1152807624,CRDC,"Chelsea, New York"
Tucuman24ok,1207594921647063040,@Tucuman24,San Miguel de Tucumán
drunkin_pumpkin,1453612682322403328,DrunkinPumpkin,
AZDHS,16952753,AZ Dept of Health,Arizona
DavilaAngelsd1,50509616,Angel (Ask the Chief),"North Carolina, USA"
_WeAreSatoshi,1430175064738172938,Sathoshi Nakamoto ₿,
hganzo,201411720,Hernán Ganzo,Irlanda
_mich_fur_z,1205614068675026948,Anna 🤍 #LosNiñosNoSeTocan,
KatiaMorichetti,214675613,Katia,Bologna
Chairface5,1443630004437463046,Chair face,"Virginia, USA"
AnnevanLeur,1003777482,Annie van Leur,Lake Michigan
USSecurity3,1286377373483450368,U.S. Security,
Catheri04790629,1395750502776836101,Catherine,Colorado Springs
physorg_health,20512439,Medical Xpress,
piana_romina,1371456625563860994,ROMINA MARIA GIUSEPPINA NATALINA CRISTIANA🎄✝️,
GerTetz,516215624,Gerald Tetz,"Trochu, Alberta, Canada"
Ajwalker123Tony,2680008689,tony walker,
algerie62info,248771059,Algerie62,
cryptobull412,1436407461456588808,Daniel Young,
CafetoSoftware,386344916,Cafeto Software,"Cali, Colombia"
littlejoeydiaz1,1450824616004440067,little joey diaz,P.S. 192
RobertMasouye,1450203911432855554,Robert,Wien
Pak5News,1297692692277755904,PAK 5 News - Pakistan News Channel,London
Akselfrids,37921321,Aksel Fridstrøm,
MelissaSweetDr,82279998,Melissa Sweet,Melukerdee/Palawa country.
HarryVernon99,1404900228126420998,HarryVernon,USA🇺🇸
democracylives2,1135926602980663296,democracylives,"East Coast Pandemia, USA"
pollosinkabeza,771568250,Cristina,
bin3ry,1042075705,Bine,Earth
TaraARae,563334969,Tara A. Rae,"New York, USA"
emaletta,617267588,E.M.,everywhere
michaelianblack,21035409,Michael Ian Black,Sultry Savannah
andrea323_,3539095338,Andrea 💕,"Dallas, TX"
dramyeis,53186048,"Amy Eisenberg, Ph.D.",Hopi Cultural Preservation
MercuryReports,21400502,Mercury Chronicle 🇺🇸,All Over America
nenowmanu,387909853,Mαnυ,
mysticmusk4,1402275077316620288,Luc vdb,"Gante, Bélgica"
timodonnell14,2462213766,The Celtic Critic,"bronx, new tork"
FlippingChicago,1598871254,Flipping Chicago,"Chicago, IL"
JankyDisplay,817631743331205120,JankyDisplay,713
_khalid1a,1453528477701918723,Khalid Ali,
kbm58395319,1402600137973764101,kbm,"NY,NY"
eurojournalENG,1092550866819780608,Euro Journal - English News,London
SMogratzky,1310315524967071745,Sarly Mogratzky,"Greensboro, NC"
RaulGuzzoConteG,722465396,Raúl Guzzo Conte-G.,"Las Rozas de Madrid, España"
Lorelei07224785,614524349,Lorelei,
junkman105,1676253506,The Junkman,Planet Earth
PBRStreetgang69,1438654978160136193,Kate Browns boss,
pro_misanthrope,1296531593335627777,MisanthropePro,
ValueSituations,1047742355519021056,Conor Maguire | Value Situations,"Dublin, Ireland"
andresmunoza,118292510,Andrés Muñoz Araneda,Ecuador
nbcchicago,14957318,NBC Chicago,"Chicago, IL"
peep_truth,1411911022546358273,STOP child tr...ing in australia arb.pub/donna,Adelaide South Australia
trustdtravelr,864963501227487232,trustedtraveller,
markijbema,253483422,Mark IJbema,"Bedum, Nederland"
FrankAmari2,889522784916910080,Frank Amari,
Freedomrockrad1,1341846631650648064,"Freedom Rock Radio - Live Free, Rock Hard!",USA
Charlton_4_life,1306588295917268992,Mr Charlton,Kent
SFbirding,1293960115830300672,StonefactionBirding,"Dundee, Scotland"
LettuceCrisper,1158675868820152321,SaladBar,
ImpressoMt,1293945495321182211,O Impresso MT,
PKCampbell78,2318982739,Pete,"Ottawa, Ontario"
CurrenttimeN,1391493965547905024,CurrentTime News,
CanadianSoma,1256407860503699457,Organic Canadian,"Here, there, and everywhere"
GeoffyPJohnston,525857359,Geoffrey P. Johnston😎🇨🇦,"Ontario, Canada"
wtfisshamus,1432600521513259008,shamus,
NatWorldPhoto,1257522666,↻ąէ,"Plague Island, prisoner"
FouldsIain,918134191119794176,Iain G. Foulds,
Alexand75604849,1234303313228816388,"Alexandre Josstos, mas nem tanto 😏","Camboriú, Brasil"
AliWheble,470285912,Ali Wheble,
mkharrell98,1427305278437986305,Marcellous,
RaeWynnGrant,1620556356,"Rae Wynn-Grant, PhD",
GuillermoEduard,39577541,El Guillermo Eduardo,"México, D.F."
Deicide_77,1459901100073656321,Glen Benton,Jobstown
lucym202,65802781,Lucy Gray (immunised trap),"Tāmaki Makaurau, Aotearoa "
Telemundo40,94265146,Telemundo 40,"McAllen, Texas"
alternativasin9,1343648005862387717,alternativas_inteligentes,
Jordnt4,1354505877802377216,Jordnöt,
_Seninha_007,1247651774498066433,q sena foi essa,"Brasília, Brasil"
Jordangeiger_,2533369457,ᴶᴼᴿᴰᴬᴺ,"Indianapolis, IN"
nikochanr3,49447305,niko,New York
Recook63Russell,3183225837,Russell Cook,"San Antonio, TX"
daerphilly,1436056350652522507,BreaDcLIP 🦖🦕,
BOSHockeyNow,1125814355189280768,Boston Hockey Now,"Boston, MA"
gtgbggn,3421246054,westbrick,
cheemspolitico1,1234322145552912386,Cheems politólogo,Narnia
batholiver,249075947,Cornish Seaside,Cornwall
lesportes17,4187879590,Lesportes,
mal1952colm,3055692091,Malcolm Durbin,"North East, England"
MichaelYoung_2,1426954410,Michael Young™,"St Louis, MO"
Harpy48720635,1463228148879794176,Harpy,"Holanda Meridional, Holanda"
NuggetsLatam,1408970300885286914,Nuggets Latam (10-10),"Denver, CO"
thehomemasterHS,1438774673555132420,Homemaster,
LYRYK7,1390707338420527104,LYRYK,
NossamFRA78,1395114877707038721,🏴 Nossam ⚔️⚜️,🇫🇷🇩🇪
ARACELI61809601,1100241460325019649,ARA,
rexglacer,2915954031,Rex Glacer,"Wasaga Beach, Ontario"
hixuntleones,2168448339,a.z.,
SICNoticias,17163446,SIC Notícias,Portugal
ceccarelliapdra,1426341418046459916,Pablo Ceccarelli,Buenos Aires
UNICAESRADIO,959522756,UNICA RADIO USA,Dallas Texas USA 
IBIupdate,2728073515,Islands Business,"Suva, Fiji"
mfuehrme,107252219,Matt Fuehrmeyer,"Washington, DC"
xeedred,1088816276225568768,pedro hipólito,
COVID19BrUpdate,1240693818099486722,COVID-19 Brasil Updates,
MovimientoWinaq,910400073569255425,Winaq,Guatemala
ichbineineAlan,1260316294605389827,Dr. Alan Stefanowicz,
McMangeK,825380015177027584,McMange,
stratitec,153208449,Rodolfo Ramírez Morales,En una parte del universo
NickWrennsHens,293186160,smick wrenn,"The Reason, Ohio"
WillHoward41189,1458703578088964099,Will Howard,
RAMSEYUNKNOWN,388310461,RAMSEY_UNKNOWN SR,"Kansas City, MO"
patbrittenden,39488807,Pat Brittenden,"Dunedin, New Zealand"
DARTrueGod,1355203794167070729,Rhoda's Son (TrueGodImmortal),"Baltimore, MD & Atlanta, GA "
